;LadeLeistungAuﬂenstehende;LadeLeistungExterneStationen;buildingDemandHourly;carDemandHourly;eMobilityCharge;eMobilityDischarge;fahrverbrauchLokal;fahrverbrauchNetz;gridChargingHourly;pvChargingHourly;resLastAfterEMobility;resLastAfterZureisende;resLastBeforeEMobility
3566;48,013988513755585;0;0,0;32,88906869283079;27,165325249244397;0,0;2,7074007520772416;30,181667940753545;302,8346747507556;27,165325249244397;-48,013988513755585;0,0;-75,17931376299998
3567;0,0;0;0,0;20,386766694633128;0,0;0,0;0,0;20,386766694633128;375,0;0,0;93,89472387100005;93,89472387100005;93,89472387100005
3568;0,0;0;0,0;27,07324361635743;0,0;0,0;0,0;27,07324361635743;480,0;0,0;158,39446907700005;158,39446907700005;158,39446907700005
3569;0,0;0;0,0;15,162917681616719;0,0;0,0;0,0;15,162917681616719;585,0;0,0;205,764618587;205,764618587;205,764618587
3570;0,0;0;0,0;15,944460906873417;0,0;0,0;0,0;15,944460906873417;750,0;0,0;230,38656635999996;230,38656635999996;230,38656635999996
3571;0,0;0;0,0;29,374256937561512;0,0;0,0;0,0;29,374256937561512;840,0;0,0;248,12180135;248,12180135;248,12180135
3572;0,0;0;0,0;18,24260559885103;0,0;0,0;0,0;18,24260559885103;930,0;0,0;249,683449195;249,683449195;249,683449195
3573;0,0;0;0,0;35,61530794790231;0,0;0,0;0,0;35,61530794790231;1020,0;0,0;236,478292925;236,478292925;236,478292925
3574;0,0;0;0,0;8,137116836495922;0,0;0,0;0,0;8,137116836495922;1125,0;0,0;196,8866789;196,8866789;196,8866789
3575;0,0;0;0,0;8,375891294624632;0,0;0,0;0,0;8,375891294624632;1185,0;0,0;154,700539985;154,700539985;154,700539985
3576;0,0;0;0,0;33,94044330338384;0,0;0,0;0,0;33,94044330338384;1095,0;0,0;142,78561981000001;142,78561981000001;142,78561981000001
3577;0,0;0;0,0;13,600456064854283;0,0;0,0;0,0;13,600456064854283;1065,0;0,0;131,674466715;131,674466715;131,674466715
3578;0,0;0;0,0;5,34230588990689;0,0;0,0;0,0;5,34230588990689;1050,0;0,0;127,02767360500002;127,02767360500002;127,02767360500002
3579;0,0;0;0,0;11,831854252187771;0,0;0,0;0,0;11,831854252187771;1035,0;0,0;127,06959213500001;127,06959213500001;127,06959213500001
3580;0,0;0;0,0;8,984540014691214;0,0;0,0;0,0;8,984540014691214;1020,0;0,0;120,18455510400001;120,18455510400001;120,18455510400001
3581;0,0;0;0,0;11,613149013679072;0,0;0,0;0,0;11,613149013679072;990,0;0,0;53,05477045500001;53,05477045500001;53,05477045500001
3582;16,307705267927233;0;0,0;41,6925590122727;14,022717303148816;0,0;0,6606135239253667;41,03194548834733;870,9772826968513;14,022717303148816;-29,745619981851185;-13,437914713923952;-43,768337285
3583;32,590934504439176;0;0,0;125,62003829122638;33,847981747059706;0,0;6,913796362839627;118,70624192838673;581,1520182529404;33,847981747059706;-104,99550396294033;-72,40456945850116;-138,84348571000004
3584;33,35898127618614;0;0,0;123,3760062216452;12,991314496287373;0,0;5,9363574004492605;117,43964882119593;257,0086855037126;12,991314496287373;-211,2189147787126;-177,85993350252645;-224,21022927499996
3585;58,66028944187522;0;0,0;102,99116120680382;34,52172138237984;0,0;29,628601433575415;73,3625597732284;85,4782786176201;34,52172138237984;-260,21269157262014;-201,55240213074492;-294,734412955
3586;68,08668684111379;0;0,0;50,60535903677251;24,73883504358571;0,0;11,923025043163284;38,68233399360923;80,26116495641426;24,73883504358571;-312,33546306641426;-244,24877622530047;-337,07429811
3587;68,49141919584252;0;0,0;56,99234067274172;34,586256743336946;0,0;14,601123903045696;42,391216769696015;100,4137432566631;34,586256743336946;-325,94011947166297;-257,44870027582044;-360,5263762149999
3588;68,49035411069872;0;0,0;32,977032947558115;52,26081745846892;0,0;11,489377994628326;21,487654952929788;97,73918254153116;52,26081745846892;-320,877015046531;-252,3866609358323;-373,13783250499995
3589;68,49035691355428;0;0,0;79,8689901052391;63,272683641714366;0,0;33,69016895808005;46,17882114715905;86,72731635828566;63,272683641714366;-299,21698780328563;-230,72663088973135;-362,489671445
3590;68,4903569061783;0;0,0;50,073779498474075;99,94750502949572;0,0;27,8041629348311;22,269616563642977;80,05249497050424;99,94750502949572;-186,9985339205043;-118,50817701432598;-286,94603895
