;LadeLeistungAuﬂenstehende;LadeLeistungExterneStationen;buildingDemandHourly;carDemandHourly;eMobilityCharge;eMobilityDischarge;entladungLokal;entladungNetz;fahrverbrauchLokal;fahrverbrauchNetz;gridChargingHourly;pvChargingHourly;pvChargingHourlyMitVerluste;resLastAfterEMobility;resLastAfterZureisende;resLastBeforeEMobility;ungenutzteLadung
84;0,0;12,122476329948242;30,0;88,8022522395411;0,0;30,0;0,0;31,578947368421055;0,0;88,8022522395411;97,5010566821634;0,0;0,0;483,494148278;483,494148278;513,494148278;66,9714242500318
85;0,0;83,48421198742652;56,24361122166971;105,23557080227668;0,0;56,24361122166971;0,0;59,20380128596812;0,0;105,23557080227668;126,48007166217124;0,0;0,0;414,69056749433025;414,69056749433025;470,93417871599996;71,0917445488608
86;0,0;67,03842654760376;19,125961856253753;112,32186560743929;0,0;19,125961856253753;0,0;20,13259142763553;0,0;112,32186560743934;139,09649444166658;0,0;0,0;475,57022977974617;475,57022977974617;494,6961916359999;100,0
87;0,0;39,448336406869885;72,91817891524187;121,69229419897367;0,0;72,91817891524187;0,0;76,75597780551776;0,0;121,69229419897366;183,9731614894424;0,0;0,0;471,86175512875815;471,86175512875815;544,779934044;77,13406798276091
88;0,0;37,13698848947084;77,56149579837592;86,7470949701458;0,0;77,56149579837592;0,0;81,64367978776413;0,0;86,7470949701458;182,19312933577714;0,0;0,0;490,43214580962405;490,43214580962405;567,993641608;79,6362877341266
89;0,0;110,15107815115545;155,90419396030774;62,957740532565616;0,0;155,90419396030774;0,0;164,1096778529555;0,0;62,957740532565616;151,89002940127557;0,0;0,0;443,0494235736922;443,0494235736922;598,9536175339999;80,11507267997482
90;0,0;63,49903586488417;144,51246506365817;84,95895919129181;0,0;144,51246506365817;0,0;152,11838427753491;0,0;84,95895919129181;261,52053625223556;0,0;0,0;444,50680652634185;444,50680652634185;589,01927159;67,52369410024234
91;0,0;23,189473547841654;101,1206285330278;71,32475772950988;0,0;101,1206285330278;0,0;106,44276687687137;0,0;71,32475772950988;228,5614993892399;0,0;0,0;367,4168426829722;367,4168426829722;468,537471216;62,04715800705984
92;0,0;31,28152217860747;110,4097737209338;100,01412490173765;0,0;110,4097737209338;0,0;116,22081444308822;0,0;100,01412490173765;196,20710553027726;0,0;0,0;349,6776723990662;349,6776723990662;460,08744612;70,6448699729238
93;0,0;123,36535649594904;94,2664115508552;61,03796786383797;0,0;94,2664115508552;0,0;99,22780163247916;0,0;61,03796786383797;161,48366775360887;0,0;0,0;357,8074228711448;357,8074228711448;452,073834422;62,233556579100345
94;0,0;30,677483513136327;97,39493988284966;44,198139621449016;0,0;97,39493988284966;0,0;102,52098935036807;0,0;44,198139621449016;155,80396918654282;0,0;0,0;332,79271566915037;332,79271566915037;430,187655552;70,65975641591942
